,Unnamed: 0,s3ic_id,num_dep,region,department,city,name,lat,lon,last_inspection,regime,seveso,family,active,code_postal,code_insee,code_naf
13859,15672,0062.00851,55,GRAND EST,MEUSE,MOUZAY,Sarl Ets CHRISTIAENS,860202,6927579,2018-12-20,A,NS,Carrières,En fonctionnement,55700,55364,
13867,15680,0062.00888,55,GRAND EST,MEUSE,ST MIHIEL,HUOT ROBINETTERIE,887009,6868404,2020-11-20,A,NS,Industries,En fonctionnement,55300,55463,28.14Z
13875,15691,0062.00932,55,GRAND EST,MEUSE,VELAINES,SARAYA EUROPE,868365,6847926,2020-08-06,A,NS,Industries,En fonctionnement,55500,55543,
13895,15714,0062.01021,57,GRAND EST,MOSELLE,BENESTROFF,COMPAGNIE DES FROMAGES ET RICHESMONTS,975259,6874021,2020-12-02,A,NS,Industries,En fonctionnement,57670,57060,
13906,15728,0062.01085,57,GRAND EST,MOSELLE,CHEMINOT,MJR METAL ,929286,6875685,2020-12-21,A,NS,Industries,En fonctionnement,57420,57137,38.32Z
13919,15744,0062.01139,57,GRAND EST,MOSELLE,ENNERY,CER GALLIA Metz SARL,933943,6908499,2014-07-09,E,NS,Industries,En fonctionnement,57365,57193,46.69A
13923,15748,0062.01166,57,GRAND EST,MOSELLE,FAREBERSVILLER,LOGIFARE,980563,6896387,2020-12-17,A,NS,Industries,En fonctionnement,57450,57207,52.10B
13926,15752,0062.01184,57,GRAND EST,MOSELLE,CREHANGE,SUEZ ORGANIQUE,962680,6893041,2020-11-25,A,NS,Industries,En fonctionnement,57690,57159,
13940,15767,0062.01238,57,GRAND EST,MOSELLE,FONTOY,Sté Lorraine de Cataphorèse Technique,918665,6919755,2021-02-26,A,NS,Industries,En fonctionnement,57650,57226,25.61Z
13957,15786,0062.01328,57,GRAND EST,MOSELLE,HAMBACH,MAHLE Behr France Hambach SAS,995678,6891210,2017-04-10,A,NS,Industries,En fonctionnement,57912,57289,29.32Z
13975,15808,0062.01427,57,GRAND EST,MOSELLE,LEMUD,LORCA Lemud,947325,6885355,2020-08-13,A,SB,Industries,En fonctionnement,57580,57392,
14006,15843,0062.01616,57,GRAND EST,MOSELLE,MORHANGE,REHAU INDUSTRIE SARL,967524,6877415,2020-09-01,A,NS,Industries,En fonctionnement,57340,57483,22.21Z
14018,15862,0062.01724,57,GRAND EST,MOSELLE,VANNECOURT,SEDE ENVIRONNEMENT,959169,6869886,2018-09-20,A,NS,Industries,En fonctionnement,57340,57692,
14025,15871,0062.01760,57,GRAND EST,MOSELLE,ST AVOLD,SAINT AVOLD MATERIAUX ROUTIERS (SAMAR),969965,6900280,2019-03-28,E,NS,Industries,En fonctionnement,57500,57606,23.99Z
14034,15881,0062.01797,57,GRAND EST,MOSELLE,STE BARBE,EPC FRANCE,942175,6900890,2020-08-27,A,SH,Industries,En fonctionnement,57640,57607,
14041,15891,0062.01832,57,GRAND EST,MOSELLE,SARREBOURG,BRUNNER ENVIRONNEMENT,996637,6855289,2019-04-03,E,NS,Industries,En fonctionnement,57400,57630,38.32Z
14044,15894,0062.01850,57,GRAND EST,MOSELLE,SARREGUEMINES,ONDAL FRANCE,998330,6896996,2019-12-16,A,SB,Industries,En fonctionnement,57200,57631,20.42Z
14048,15899,0062.01878,57,GRAND EST,MOSELLE,SCHOENECK,SAARSTAHL AG,986638,6908772,2017-04-19,A,NS,Industries,En fonctionnement,57350,57638,38.32Z
14050,15901,0062.01887,57,GRAND EST,MOSELLE,SEREMANGE ERZANGE,ARCELORMITTAL ATTLANTIQUE ET LORRAINE,924666,6918241,2020-11-16,A,NS,Industries,En fonctionnement,57290,57647,
14053,15905,0062.01922,57,GRAND EST,MOSELLE,TETING SUR NIED,SUEZ RV NORD EST,968984,6889031,2021-02-18,A,NS,Industries,En fonctionnement,57385,57668,38.21Z
14054,15906,0062.01931,57,GRAND EST,MOSELLE,THIONVILLE,LTM Color,929373,6920037,2017-10-17,A,NS,Industries,En fonctionnement,57100,57672,25.61Z
14091,15948,0062.02147,88,GRAND EST,VOSGES,CHATENOIS,GIREV,911559,6804218,2018-06-14,A,NS,Industries,En fonctionnement,88170,88095,38.32Z
14097,15955,0062.02174,88,GRAND EST,VOSGES,CORCIEUX,MARCILLAT CORCIEUX site ETS ASMAR,988507,6794147,2019-11-08,A,NS,Industries,En fonctionnement,88430,88115,10.51D
14118,15977,0062.02273,88,GRAND EST,VOSGES,GOLBEY,DERICHEBOURG ENVIRONNEMENT - ESKA,955308,6795571,2017-10-10,A,NS,Industries,En fonctionnement,88190,88209,38.32Z
14123,15983,0062.02291,88,GRAND EST,VOSGES,ISCHES,HUMBERT Edith,910882,6772299,2019-06-17,A,NS,Industries,En fonctionnement,88320,88248,38.32Z
14129,15989,0062.02318,88,GRAND EST,VOSGES,LIFFOL LE GRAND,Collection Pierre Counot Blandin,890740,6805869,2017-07-05,A,NS,Industries,En fonctionnement,88350,88270,31.09A
14139,16001,0062.02381,88,GRAND EST,VOSGES,POUXEUX,SAGRAM,966573,6784182,2020-12-08,A,NS,Carrières,En fonctionnement,88550,88358,08.12Z
14149,16012,0062.02417,88,GRAND EST,VOSGES,RAON L ETAPE,PAPETERIE RAON,983204,6819105,2020-02-27,A,NS,Industries,En fonctionnement,88110,88372,17.12Z
14161,16025,0062.02471,88,GRAND EST,VOSGES,STE MARGUERITE,NOVARES France,995431,6803596,2019-10-29,A,NS,Industries,En fonctionnement,88100,88424,
14180,16046,0062.02534,88,GRAND EST,VOSGES,CAPAVENIR VOSGES,HONEYWELL GARRET SA ,952693,6800471,2016-04-11,A,NS,Industries,En fonctionnement,88150,88465,28.13Z
14194,16060,0062.02598,88,GRAND EST,VOSGES,XERTIGNY,SOCIETE FROMAGERE DE XERTIGNY,954572,6777855,2020-11-17,A,NS,Industries,En fonctionnement,88220,88530,10.51C
14196,16063,0062.02606,88,GRAND EST,VOSGES,CHATENOIS,WM88,910418,6803996,2016-05-31,A,NS,Industries,En fonctionnement,88170,88095,
14206,16074,0062.03614,55,GRAND EST,MEUSE,SERAUCOURT,SCL,863402,6871754,2016-12-02,A,NS,Carrières,En fonctionnement,55250,55486,
14222,16092,0062.03939,57,GRAND EST,MOSELLE,KOENIGSMACKER,L'ANHYDRITE LORRAINE,939497,6923800,2020-08-20,A,NS,Carrières,En fonctionnement,57970,57370,08.11Z
14223,16093,0062.03948,57,GRAND EST,MOSELLE,LONGEVILLE LES ST AVOLD,SABLIERES LONGEVILLOISES,967927,6896939,2020-01-13,A,NS,Carrières,En fonctionnement,57740,57413,08.12Z
14229,16100,0062.04000,88,GRAND EST,VOSGES,AUTREY,GSM,972558,6807924,2016-07-05,E,NS,Carrières,En fonctionnement,88700,88021,08.12Z
14232,16103,0062.04028,88,GRAND EST,VOSGES,BUSSANG,KRAGEN RECYCLAGE,986599,6759596,2018-10-16,A,NS,Carrières,En fonctionnement,88540,88081,
14245,16117,0062.04163,88,GRAND EST,VOSGES,STE MARGUERITE,SOCIETE DES BALLASTIERES CANTRELLE,994597,6803559,2020-10-13,A,NS,Carrières,En fonctionnement,88100,88424,70.10Z
14252,16124,0062.04262,57,GRAND EST,MOSELLE,NOISSEVILLE,LIDL ,938294,6896876,2018-02-08,E,NS,Industries,En fonctionnement,57645,57510,70.10Z
14255,16127,0062.04370,88,GRAND EST,VOSGES,ISCHES,SAS BONGARZONE,908597,6769607,2014-11-27,A,NS,Carrières,En fonctionnement,88320,88248,08.12Z
14264,16136,0062.04550,88,GRAND EST,VOSGES,GERARDMER,GIE DU NOIR RUXEL - PARMENTELAT,983302,6781370,2020-11-18,A,NS,Industries,En fonctionnement,88400,88196,37.00Z
14269,16141,0062.04578,55,GRAND EST,MEUSE,BELLEVILLE SUR MEUSE,SAS SABEST,872647,6900928,2018-12-10,A,NS,Industries,En fonctionnement,55430,55043,46.32A
14273,16145,0062.04695,57,GRAND EST,MOSELLE,RETTEL,LORRAINE TUBES,942339,6932896,2021-01-25,E,NS,Industries,En fonctionnement,57480,57576,24.20Z
14276,16149,0062.04703,57,GRAND EST,MOSELLE,FOLSCHVILLER,EUROSTYRENE,968346,6893378,2019-05-07,E,NS,Industries,En fonctionnement,57730,57224,
14282,16155,0062.04776,57,GRAND EST,MOSELLE,NIEDERVISSE,SCIERIE DE NIEDERVISSE,959524,6900957,2016-11-24,E,NS,Industries,En fonctionnement,57220,57507,16.10A
14287,16160,0062.04802,54,GRAND EST,MEURTHE ET MOSELLE,MAXEVILLE,VEOLIA EAU Compagnie Générale des Eaux,933496,6850434,2019-04-26,E,NS,Industries,En fonctionnement,54320,54357,37.00Z
14304,16181,0062.05027,88,GRAND EST,VOSGES,ELOYES,GLACES THIRIET SAS,967805,6782202,2020-01-21,A,NS,Industries,En fonctionnement,88510,88158,10.52Z
14309,16190,0062.05108,57,GRAND EST,MOSELLE,WOIPPY,ARCELOR AUTO PROCESSING FRANCE,929730,6903352,2015-01-30,A,NS,Industries,En fonctionnement,57140,57751,46.42Z
14313,16199,0062.05243,88,GRAND EST,VOSGES,IGNEY,GSM,952912,6802737,2018-11-16,E,NS,Carrières,En fonctionnement,88150,88247,08.12Z
14315,16201,0062.05324,55,GRAND EST,MEUSE,NEUVILLE SUR ORNAIN,CIMENTS CALCIA,848794,6859307,2013-12-05,A,NS,Carrières,En fonctionnement,55800,55382,23.51Z
14353,16251,0062.05685,57,GRAND EST,MOSELLE,BERLING,ETABLISSEMENTS JUNG ALBERT ,1010989,6863685,2019-10-29,A,NS,Industries,En fonctionnement,57370,57064,16.24Z
14376,16277,0062.05874,54,GRAND EST,MEURTHE ET MOSELLE,LUDRES,SCHWEITZER,934775,6839190,2021-01-29,A,NS,Industries,En fonctionnement,54710,54328,
14385,16289,0062.06044,57,GRAND EST,MOSELLE,MONDELANGE,CORA,931054,6911332,2018-06-19,E,NS,Industries,En fonctionnement,57300,57474,70.10Z
14393,16299,0062.06152,54,GRAND EST,MEURTHE ET MOSELLE,POMPEY,TECNOLAC,930392,6858163,2020-11-24,E,NS,Industries,En fonctionnement,54340,54430,25.61Z
14401,16309,0062.06251,88,GRAND EST,VOSGES,GOLBEY,SUEZ EAU FRANCE (ex Lyonnaise des Eaux),953415,6795028,2016-06-10,A,NS,Industries,En fonctionnement,88190,88209,
14414,16326,0062.06369,55,GRAND EST,MEUSE,LES HAUTS DE CHEE,LES SABLIERES DE LAIMONT,861207,6868109,2017-04-20,A,NS,Carrières,En fonctionnement,55000,55123,
14430,16343,0062.06477,55,GRAND EST,MEUSE,ROMAGNE SOUS MONTFAUCON,SITA NORD EST,850694,6914484,2020-12-30,A,NS,Industries,En fonctionnement,55110,55438,
14436,16349,0062.06503,57,GRAND EST,MOSELLE,MANOM,GSM,931949,6923975,2016-10-12,A,NS,Carrières,En fonctionnement,57100,57441,
14450,16366,0062.06611,88,GRAND EST,VOSGES,GOLBEY,LES ENROBES DES VOSGES,954716,6795190,2016-11-16,E,NS,Industries,En fonctionnement,88190,88209,23.99Z
14461,16384,0062.06990,55,GRAND EST,MEUSE,BELLEVILLE SUR MEUSE,SUEZ RV NORD EST,872213,6900462,2020-05-19,E,NS,Industries,En fonctionnement,55430,55043,38.21Z
14470,16396,0062.07142,57,GRAND EST,MOSELLE,ST AVOLD,TPF,970491,6900066,2020-09-15,A,SH,Industries,En fonctionnement,57500,57606,20.16Z
14474,16400,0062.07160,55,GRAND EST,MEUSE,PAGNY SUR MEUSE,SFTR,901803,6846931,2020-02-03,A,NS,Industries,En fonctionnement,55190,55398,38.21Z
14484,16413,0062.07395,55,GRAND EST,MEUSE,SORCY ST MARTIN,TRANSPLAST ENGINEERING,887522,6851853,2021-01-18,E,NS,Industries,En fonctionnement,55190,55496,71.12B
14488,16417,0062.07421,57,GRAND EST,MOSELLE,THIONVILLE,FRET SNCF,930559,6921928,2020-11-10,E,NS,Industries,En fonctionnement,57100,57672,49.20Z
14502,16433,0062.07557,57,GRAND EST,MOSELLE,MONTBRONN,CRISTALLERIE DE MONTBRONN,1014711,6885661,2020-06-25,A,NS,Industries,En fonctionnement,57415,57477,23.13Z
14506,16437,0062.07584,55,GRAND EST,MEUSE,ERIZE LA PETITE,PANNEQUIN SARL,878170,6869296,2014-05-06,A,NS,Carrières,En fonctionnement,55260,55177,
14507,16438,0062.07593,88,GRAND EST,VOSGES,LIFFOL LE GRAND,VD3E,890921,6806114,2015-05-29,E,NS,Industries,En fonctionnement,88350,88270,38.32Z
14521,16454,0062.07692,57,GRAND EST,MOSELLE,FAULQUEMONT,PASSIV'EST,963489,6889727,2019-01-25,A,NS,Industries,En fonctionnement,57380,57209,
14531,16464,0062.07737,88,GRAND EST,VOSGES,CHATENOIS,CASCADES ROLLPACK S.A,911451,6803956,2014-05-14,A,NS,Industries,En fonctionnement,88170,88095,17.29Z
14572,16513,0062.08196,57,GRAND EST,MOSELLE,BITCHE,Syndicat des Communesdu  Pays de Bitche,1024254,6894827,2020-08-12,E,NS,Industries,En fonctionnement,57230,57089,
14576,16517,0062.08286,57,GRAND EST,MOSELLE,SARREGUEMINES,CASC,995041,6899440,2020-11-18,A,NS,Industries,En fonctionnement,57200,57631,
14588,16531,0062.08402,54,GRAND EST,MEURTHE ET MOSELLE,REHAINVILLER,SAS GRANULATS VICAT secteur Meurthe,956042,6835032,2019-12-04,A,NS,Carrières,En fonctionnement,54300,54449,08.12Z
14590,16533,0062.08420,54,GRAND EST,MEURTHE ET MOSELLE,PIERRE LA TREICHE,GSM ,913959,6842382,2015-08-07,E,NS,Carrières,En fonctionnement,54200,54426,
14606,16555,0062.08655,57,GRAND EST,MOSELLE,AVRICOURT,JUNG LOUIS,980081,6845946,,A,NS,Industries,En fonctionnement,57810,57042,
14644,16604,0062.09249,57,GRAND EST,MOSELLE,BITCHE,SARL René GREBIL et Cie,1026057,6892304,2017-12-07,E,NS,Industries,En fonctionnement,57230,57089,
14656,16618,0062.09285,54,GRAND EST,MEURTHE ET MOSELLE,HAUCOURT MOULAINE,SPEHM,,,2014-07-23,A,NS,Industries,En fonctionnement,54860,54254,
14659,16621,0062.09302,57,GRAND EST,MOSELLE,ST LOUIS,LINGENHELD ENVIRONNEMENT,1007164,6855039,2017-03-28,A,NS,Industries,En fonctionnement,57820,57618,
14666,16628,0062.09311,55,GRAND EST,MEUSE,VAUDEVILLE LE HAUT,MSE LA HAUTE BORNE,891263,6819043,2015-08-11,A,NS,Industries,En fonctionnement,55130,55534,
14677,16639,0062.09339,55,GRAND EST,MEUSE,ERIZE LA PETITE,SFE Parc éolien de Maurechamp,864198,6870422,2018-10-03,A,NS,Industries,En fonctionnement,55260,55177,
14686,16648,0062.09348,57,GRAND EST,MOSELLE,NELLING,PARC EOLIEN DE NELLING ALBE EST,982640,6882260,2014-10-22,A,NS,Industries,En fonctionnement,57670,57497,
14695,16657,0062.09366,55,GRAND EST,MEUSE,LES SOUHESMES RAMPONT,EGM WIND/ Rampont 2 Haie Joly 1,863787,6889497,2018-06-26,A,NS,Industries,En fonctionnement,55220,55497,
14724,16690,0062.09447,55,GRAND EST,MEUSE,SOUILLY,Ferme eolienne de la Cote du Gibet,868049,6883563,2019-04-18,A,NS,Industries,En fonctionnement,55220,55498,
14733,16701,0062.09492,57,GRAND EST,MOSELLE,HOMBOURG BUDANGE,AQUAREVE,943292,6915208,2020-09-25,E,NS,Industries,En fonctionnement,57920,57331,90.02Z
14760,16732,0062.09663,57,GRAND EST,MOSELLE,WOELFLING LES SARREGUEMINES,PELCCE Energies SARL,1004046,6894913,2020-08-25,A,NS,Industries,En fonctionnement,57200,57750,
14785,16761,0062.09799,57,GRAND EST,MOSELLE,ENNERY,Commuauté de communes  Rives de Moselle,936208,6908911,2014-09-23,E,NS,Industries,En fonctionnement,57365,57193,
14789,16766,0062.09852,55,GRAND EST,MEUSE,MARVILLE,SIBAM PIERREL (SCIERIE),877806,6929801,2017-05-01,E,NS,Industries,En fonctionnement,55600,55324,02.20Z
14793,16770,0062.09870,88,GRAND EST,VOSGES,DOMFAING,VOSGES PROMOBOIS,977605,6799791,2016-06-15,A,NS,Industries,En fonctionnement,88600,88145,
14805,16786,0062.09979,57,GRAND EST,MOSELLE,BOUSBACH,PE LES EOLIENNES DE LA PORTE DE FRANCE,989379,6901238,2015-08-26,A,NS,Industries,En fonctionnement,57460,57101,
14806,16787,0062.09988,54,GRAND EST,MEURTHE ET MOSELLE,LONGWY,CCAL,900349,6939178,2016-12-01,E,NS,Industries,En fonctionnement,54400,54323,
14810,16792,0062.10049,57,GRAND EST,MOSELLE,DISTROFF,RTPA,937630,6920369,2019-07-12,E,NS,Industries,En fonctionnement,57925,57179,
14826,16809,0062.10085,88,GRAND EST,VOSGES,XERTIGNY,MAIRIE DE XERTIGNY,953970,6777659,2016-07-26,E,NS,Industries,En fonctionnement,88220,88530,
14833,16816,0062.10102,54,GRAND EST,MEURTHE ET MOSELLE,HUSSIGNY GODBRANGE,EUROGRANULATS,906663,6936703,2016-09-08,E,NS,Industries,En fonctionnement,54590,54270,
14844,16828,0063.00021,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,BOUGUENAIS,LAFARGEHOLCIM GRANULATS,351645,6685749,2018-10-23,A,NS,Carrières,En fonctionnement,44340,44020,
14860,16844,0063.00157,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,VIEILLEVIGNE,CARRIERS ET MATERIAUX DU GRAND OUEST,368235,6665056,2020-06-30,A,NS,Carrières,En fonctionnement,44116,44216,
14862,16846,0063.00201,49,PAYS DE LA LOIRE,MAINE ET LOIRE,CHAMBELLAY,SANTRAC,424097,6737457,2020-09-18,A,NS,Carrières,En fonctionnement,49220,49064,43.12A
14870,16854,0063.00283,49,PAYS DE LA LOIRE,MAINE ET LOIRE,OREE D ANJOU,CHARIER CARRIERES ET MATERIAUX,385611,6703601,2018-10-31,A,NS,Carrières,En fonctionnement,49270,49069,08.12Z
14874,16858,0063.00337,49,PAYS DE LA LOIRE,MAINE ET LOIRE,SEGRE-EN-ANJOU BLEU,PIGEON GRANULATS LOIRE ANJOU,408317,6741514,2020-09-29,A,NS,Carrières,En fonctionnement,49500,49331,08.12Z
14895,16879,0063.00490,53,PAYS DE LA LOIRE,MAYENNE,VAIGES,FACO SA,443202,6774664,2019-09-13,A,NS,Carrières,En fonctionnement,53480,53267,23.52Z
14900,16884,0063.00517,72,PAYS DE LA LOIRE,SARTHE,BEILLE,PIGEON GRANULATS Centre Ile-de-France,515893,6779346,2020-12-18,A,NS,Carrières,En fonctionnement,72160,72031,08.12Z
14920,16904,0063.00805,85,PAYS DE LA LOIRE,VENDEE,LES HERBIERS,CARRIERES MOUSSET SA,397056,6645982,2021-03-04,A,NS,Carrières,En fonctionnement,85500,85109,08.12Z
14924,16908,0063.00832,85,PAYS DE LA LOIRE,VENDEE,ST CYR DES GATS,BOUYER LEROUX SA,401937,6617360,2019-12-04,A,NS,Carrières,En fonctionnement,85410,85205,23.32Z
14935,16919,0063.00878,85,PAYS DE LA LOIRE,VENDEE,LA ROCHE SUR YON,MICHELIN,361938,6631812,2021-01-06,A,NS,Industries,En fonctionnement,85000,85191,22.11Z
14951,16935,0063.00913,85,PAYS DE LA LOIRE,VENDEE,L HERBERGEMENT,JEFMAG SA,367109,6653822,2018-11-13,E,NS,Industries,En fonctionnement,85260,85108,25.11Z
14961,16945,0063.00931,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,MONTOIR DE BRETAGNE,CARGILL FRANCE SAS,312733,6702039,2021-02-16,A,NS,Industries,En fonctionnement,44550,44103,10.41A
14980,16965,0063.00977,53,PAYS DE LA LOIRE,MAYENNE,BONCHAMP LES LAVAL,GALVANOPLASTIE,423335,6781493,2021-01-15,A,NS,Industries,En fonctionnement,53960,53034,25.61Z
14990,16975,0063.00995,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,ANCENIS-SAINT-GEREON,FONDERIE GM BOUHYER,384006,6709147,2021-02-09,A,NS,Industries,En fonctionnement,44152,44003,24.51Z
14995,16980,0063.01011,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,BOUVRON,FROMAGERE DE BOUVRON (société),335020,6713340,2020-12-11,A,NS,Industries,En fonctionnement,44130,44023,10.51C
15018,17004,0063.01084,85,PAYS DE LA LOIRE,VENDEE,MOUILLERON ST GERMAIN,FLEURY MICHON LS,405761,6627017,2021-02-16,A,NS,Industries,En fonctionnement,85390,85154,10.85Z
15022,17009,0063.01093,49,PAYS DE LA LOIRE,MAINE ET LOIRE,CORNILLE LES CAVES,TESSIER,450729,6714298,2020-11-24,A,NS,Industries,En fonctionnement,49140,49107,10.51C
15040,17027,0063.01138,85,PAYS DE LA LOIRE,VENDEE,FONTENAY LE COMTE,ORTEC SERVICES ENVIRONNEMENT,410395,6601986,2020-05-07,A,NS,Industries,En fonctionnement,85200,85092,38.22Z
15045,17032,0063.01147,72,PAYS DE LA LOIRE,SARTHE,SABLE SUR SARTHE,BUISARD S.A.,452442,6753759,2020-02-27,A,NS,Industries,En fonctionnement,72300,72264,28.22Z
15059,17046,0063.01174,53,PAYS DE LA LOIRE,MAYENNE,LAVAL,WILO FRANCE SAS,420874,6781471,2020-09-22,A,NS,Industries,En fonctionnement,53005,53130,28.13Z
15061,17049,0063.01183,49,PAYS DE LA LOIRE,MAINE ET LOIRE,DURTAL,EUROPAC Cartonnerie Atlantique,458421,6735558,2019-04-02,A,NS,Industries,En fonctionnement,49430,49127,17.21A
15067,17055,0063.01200,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,MONTOIR DE BRETAGNE,OTCM,314297,6702046,2018-02-09,A,NS,Industries,En fonctionnement,44550,44103,
15075,17064,0063.01228,85,PAYS DE LA LOIRE,VENDEE,LA BRUFFIERE,DEFONTAINE,381432,6665043,2019-05-09,E,NS,Industries,En fonctionnement,85530,85039,28.15Z
15089,17078,0063.01264,85,PAYS DE LA LOIRE,VENDEE,POUZAUGES,FLEURY MICHON LS,407427,6637123,2017-01-13,A,NS,Industries,En fonctionnement,85700,85182,10.85Z
15119,17110,0063.01336,49,PAYS DE LA LOIRE,MAINE ET LOIRE,LE MAY SUR EVRE,COLORALU SA,405343,6678638,2020-09-23,A,NS,Industries,En fonctionnement,49122,49193,25.61Z
15126,17117,0063.01354,49,PAYS DE LA LOIRE,MAINE ET LOIRE,MONTREUIL JUIGNE,FRAMATOME,427635,6720524,2020-09-16,A,SB,Industries,En fonctionnement,49460,49214,
15136,17128,0063.01372,49,PAYS DE LA LOIRE,MAINE ET LOIRE,SEVREMOINE,CARRIERE DES 4 ETALONS,394659,6673743,2020-06-29,A,NS,Carrières,En fonctionnement,49450,49301,
15159,17152,0063.01426,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,PORNIC,SOUFFLET (MOULINS),313598,6680679,2019-09-10,E,NS,Industries,En fonctionnement,44210,44131,
15164,17157,0063.01435,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,REZE,ISB FRANCE,352896,6686748,2019-08-28,A,NS,Industries,En fonctionnement,44400,44143,46.73A
15173,17166,0063.01453,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,NANTES,ALCEA,359255,6690181,2020-12-01,A,NS,Industries,En fonctionnement,44319,44109,
15188,17181,0063.01499,72,PAYS DE LA LOIRE,SARTHE,LE MANS,SDPS,489842,6766980,2020-07-09,A,SH,Industries,En fonctionnement,72000,72181,
15191,17184,0063.01516,72,PAYS DE LA LOIRE,SARTHE,ARDENAY SUR MERIZE,ROXANE,506994,6768586,2020-06-26,A,NS,Industries,En fonctionnement,72370,72007,11.07A
15199,17193,0063.01552,85,PAYS DE LA LOIRE,VENDEE,AIZENAY,COUGNAUD SA,349974,6637208,2021-03-30,A,NS,Industries,En fonctionnement,85190,85003,22.23Z
15209,17203,0063.01570,49,PAYS DE LA LOIRE,MAINE ET LOIRE,ANGERS,THYSSENKRUPP Ascenseurs SAS,436326,6714883,2018-05-24,E,NS,Industries,En fonctionnement,49001,49007,43.29B
15216,17211,0063.01589,49,PAYS DE LA LOIRE,MAINE ET LOIRE,OMBREE D'ANJOU,FLORENTAISE,400733,6743204,2018-05-23,A,NS,Carrières,En fonctionnement,49520,49248,
15222,17217,0063.01606,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,CHAUVE,ATLANTIQUE PRODUCTIONS,322797,6684358,2018-10-12,E,NS,Industries,En fonctionnement,44320,44038,10.71A
15238,17234,0063.01642,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,VALLONS-DE-L’ERDRE,SOCIETE DRAGAGES D'ANCENIS,381398,6726439,2016-07-28,A,NS,Carrières,En fonctionnement,44540,44180,
15263,17260,0063.01697,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,ST GILDAS DES BOIS,HILDING ANDERS BRETAGNE SAS,318755,6724619,2019-05-23,E,NS,Industries,En fonctionnement,44530,44161,
15275,17272,0063.01723,72,PAYS DE LA LOIRE,SARTHE,BERNAY-NEUVY-EN-CHAMPAGNE,FERARD Maurice S.A.,472513,6779342,2020-08-28,A,NS,Industries,En fonctionnement,72240,72219,46.21Z
15298,17296,0063.01804,72,PAYS DE LA LOIRE,SARTHE,TUFFE VAL DE LA CHERONNE,DECOTEC,514842,6781856,2020-10-06,A,NS,Industries,En fonctionnement,72160,72363,31.09B
15302,17300,0063.01813,72,PAYS DE LA LOIRE,SARTHE,LE MANS,DUVAL SARL,493064,6771922,2018-05-04,A,NS,Industries,En fonctionnement,72000,72181,
15303,17301,0063.01822,72,PAYS DE LA LOIRE,SARTHE,SABLE SUR SARTHE,POCLAIN TECHNICAST,450190,6754212,2019-11-14,A,NS,Industries,En fonctionnement,72300,72264,
15306,17305,0063.01831,72,PAYS DE LA LOIRE,SARTHE,SPAY,GEODIS LOGISTICS OUEST,487376,6762695,2019-04-25,A,NS,Industries,En fonctionnement,72700,72344,
15312,17311,0063.01859,72,PAYS DE LA LOIRE,SARTHE,LA CHAPELLE ST AUBIN,HUTTEPAIN Aliments,489327,6774234,2021-01-20,A,NS,Industries,En fonctionnement,72650,72065,10.91Z
15340,17340,0063.01985,72,PAYS DE LA LOIRE,SARTHE,VOIVRES LES LE MANS,Semences de France SA,484343,6764054,2015-01-20,A,NS,Industries,En fonctionnement,72210,72381,
15345,17345,0063.02001,72,PAYS DE LA LOIRE,SARTHE,SPAY,CALBERSON SMTR - Spay,487408,6762664,2018-05-31,E,NS,Industries,En fonctionnement,72700,72344,
15352,17352,0063.02010,72,PAYS DE LA LOIRE,SARTHE,STE JAMME SUR SARTHE,SOCAUTO SARL ,489084,6786708,2016-11-15,E,NS,Industries,En fonctionnement,72380,72289,45.20A
15374,17374,0063.02092,49,PAYS DE LA LOIRE,MAINE ET LOIRE,OREE D ANJOU,SACOVAD,384092,6695521,2018-09-25,E,NS,Industries,En fonctionnement,49270,49069,
15378,17378,0063.02100,44,PAYS DE LA LOIRE,LOIRE ATLANTIQUE,RIAILLE,TILLAUT BOIS OUVRES,376580,6722261,2014-05-21,A,NS,Industries,En fonctionnement,44440,44144,16.10A
15395,17395,0063.02146,53,PAYS DE LA LOIRE,MAYENNE,LAVAL,SAICA PACK FRANCE,421492,6782894,2020-06-26,A,NS,Industries,En fonctionnement,53000,53130,
15397,17397,0063.02155,53,PAYS DE LA LOIRE,MAYENNE,PONTMAIN,CONSEIL DEPART CENTRE VALOR  ENERG,398686,6823488,2020-10-05,A,NS,Industries,En fonctionnement,53220,53181,
15409,17409,0063.02182,85,PAYS DE LA LOIRE,VENDEE,LA JAUDONNIERE,BEZIAU SA,397236,6624643,2017-09-27,E,NS,Industries,En fonctionnement,85110,85115,10.12Z
