,Unnamed: 0,s3ic_id,num_dep,region,department,city,name,lat,lon,last_inspection,regime,seveso,family,active,code_postal,code_insee,code_naf
25028,28114,0072.01435,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,PARTHENAY,LISI AEROSPACE (Ex-FORGES DE BOLOGNES),454130,6621004,2019-06-06,E,NS,Industries,En fonctionnement,79200,79202,25.50A
25038,28124,0072.01462,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,CHAURAY,SAFRAN Electrical & power - Ex Zodiac,437444,6588084,2019-05-13,E,NS,Industries,En fonctionnement,79180,79081,
25041,28127,0072.01480,16,NOUVELLE-AQUITAINE,CHARENTE,BIRAC,CDMR,462405,6501646,2019-11-07,A,NS,Carrières,En fonctionnement,16120,16045,08.12Z
25071,28158,0072.01624,86,NOUVELLE-AQUITAINE,VIENNE,CHASSENEUIL DU POITOU,ROCAMAT PIERRE NATURELLE,498851,6618067,2020-12-09,A,NS,Carrières,En fonctionnement,86360,86062,08.11Z
25078,28165,0072.01660,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,PRAHECQ,FDL,440550,6580114,2016-03-23,E,NS,Industries,En fonctionnement,79230,79216,46.34Z
25090,28177,0072.01688,86,NOUVELLE-AQUITAINE,VIENNE,ST PIERRE D EXIDEUIL,Blount Civray (ex PBL SA),490586,6564644,2021-02-18,E,NS,Industries,En fonctionnement,86400,86237,28.30Z
25094,28181,0072.01697,86,NOUVELLE-AQUITAINE,VIENNE,CHAUVIGNY,ROCAMAT PIERRE NATURELLE,518111,6610740,2013-11-14,A,NS,Carrières,En fonctionnement,86300,86070,
25096,28183,0072.01705,86,NOUVELLE-AQUITAINE,VIENNE,AYRON,BOUSSIQUET et FILS SARL,475493,6622726,2015-06-26,A,NS,Carrières,En fonctionnement,86190,86017,
25124,28212,0072.01778,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,FRONTENAY ROHAN ROHAN,OCEALIA,427093,6577686,2019-03-27,A,NS,Industries,En fonctionnement,79270,79130,70.10Z
25129,28217,0072.01787,86,NOUVELLE-AQUITAINE,VIENNE,JARDRES,FRANCEPIERRE POITOU-CHARENTES SAS,516963,6610274,2020-06-24,A,NS,Carrières,En fonctionnement,86800,86114,08.11Z
25154,28243,0072.01859,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,CHATILLON SUR THOUET,ACEM,451479,6623654,2019-04-16,A,NS,Industries,En fonctionnement,79200,79080,46.73A
25158,28247,0072.01868,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,ST LEGER DE MONTBRUN,BABU Daniel,463550,6658660,2018-04-10,A,NS,Carrières,En fonctionnement,79100,79265,01.61Z
25170,28259,0072.01912,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,MONTLIEU LA GARDE,AUDOIN & Fils SA,441876,6462519,2018-10-30,A,NS,Carrières,En fonctionnement,17210,17243,08.12Z
25175,28264,0072.01921,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,YVES,CHAUVET Père & Fils,387225,6558536,2020-02-27,A,NS,Carrières,En fonctionnement,17340,17483,01.61Z
25187,28276,0072.01958,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,BEURLAY,EUROVIA SA,399629,6538001,2015-07-22,A,NS,Carrières,En fonctionnement,17250,17045,
25196,28286,0072.01985,16,NOUVELLE-AQUITAINE,CHARENTE,ORIOLLES,SITA REKEM,453151,6478355,2020-09-24,A,NS,Industries,En fonctionnement,16480,16251,
25200,28291,0072.02001,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,LA CRECHE,OCERAIL 79 GIE,445024,6588642,2019-04-29,A,NS,Industries,En fonctionnement,79260,79048,82.99Z
25207,28298,0072.02010,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,PONS,ATLANTIC ROUTE,422144,6501785,2020-06-26,A,NS,Carrières,En fonctionnement,17800,17283,42.11Z
25216,28307,0072.02056,16,NOUVELLE-AQUITAINE,CHARENTE,LA COURONNE,MULTI PACKAGING SOLUTIONS SAS,477536,6505862,2020-12-17,A,NS,Industries,En fonctionnement,16400,16113,
25227,28318,0072.02083,16,NOUVELLE-AQUITAINE,CHARENTE,ABZAC,TUILERIE BRIQUETERIE Chardat(R.MALMANCHE,525081,6560592,2019-02-28,A,NS,Industries,En fonctionnement,16500,16001,
25232,28324,0072.02100,16,NOUVELLE-AQUITAINE,CHARENTE,CHATEAUBERNARD,SASU COGNAC FERRAND,441283,6513938,2020-12-03,A,SB,Industries,En fonctionnement,16100,16089,52.10B
25238,28330,0072.02155,16,NOUVELLE-AQUITAINE,CHARENTE,SIREUIL,ROCAMAT,468227,6507654,2020-11-18,A,NS,Carrières,En fonctionnement,16440,16370,
25240,28332,0072.02164,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,BRESSUIRE,HOUDELOT NEGOCE SARL,435944,6644559,2020-01-29,A,NS,Industries,En fonctionnement,79300,79049,38.32Z
25242,28334,0072.02182,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,BRESSUIRE,MILLET industrie Atlantique,430419,6647523,2019-05-21,A,NS,Industries,En fonctionnement,79300,79049,16.23Z
25252,28345,0072.02326,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,FAYE SUR ARDIN,COOPERATIVE AGRICOLE DES PRODUCTEURS,430449,6600591,2020-10-21,A,NS,Industries,En fonctionnement,79160,79117,46.21Z
25260,28353,0072.02399,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,MAULEON,SOCIETE NOUVELLE NOREA,419493,6651308,2020-08-12,A,NS,Industries,En fonctionnement,79700,79079,10.91Z
25277,28374,0072.02515,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,NIORT,GENEVE OCCASION,433811,6584088,2020-05-12,E,NS,Industries,En fonctionnement,79000,79191,
25279,28376,0072.02524,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ECHILLAIS,GS AUTOMOBILES   (ex SACASS AUTO),393063,6540040,2013-02-07,E,NS,Industries,En fonctionnement,17620,17146,38.31Z
25309,28409,0072.02731,16,NOUVELLE-AQUITAINE,CHARENTE,PARZAC,SECTPL,499852,6539074,2014-09-09,A,NS,Carrières,En fonctionnement,16450,16255,08.11Z
25321,28422,0072.02768,16,NOUVELLE-AQUITAINE,CHARENTE,L ISLE D ESPAGNAC,COVERIS FLEXIBLES (ANGOULEME) FRANCE,481915,6511707,2020-10-13,A,NS,Industries,En fonctionnement,16340,16166,
25326,28427,0072.02777,16,NOUVELLE-AQUITAINE,CHARENTE,VARS,CHARPENTES NOUVELLE AQUITAINE SAS,481528,6522560,2021-02-03,A,NS,Industries,En fonctionnement,16330,16393,
25328,28430,0072.02786,16,NOUVELLE-AQUITAINE,CHARENTE,TOUVRE,SIDIAC,485367,6511008,2019-06-21,E,NS,Industries,En fonctionnement,16600,16385,22.19Z
25334,28437,0072.02830,16,NOUVELLE-AQUITAINE,CHARENTE,BARBEZIEUX ST HILAIRE,PLASTIQUES  VENTHENAT,453981,6489646,2018-02-16,A,NS,Industries,En fonctionnement,16300,16028,
25338,28441,0072.02867,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,SAUZE VAUSSAIS,PROVOST Frères,476915,6563064,2016-02-11,A,NS,Industries,En fonctionnement,79190,79307,
25343,28446,0072.02885,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,THENEZAY,T.I.B.,469036,6629165,2009-12-17,A,NS,Industries,En fonctionnement,79390,79326,
25345,28448,0072.02894,16,NOUVELLE-AQUITAINE,CHARENTE,CHATEAUBERNARD,THIOLLET ONDULE,441245,6514346,2014-02-26,A,NS,Industries,En fonctionnement,16100,16089,17.21A
25357,28463,0072.02975,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,JONZAC,RADOUX TONNELLERIE SA,430336,6489289,2016-06-02,E,NS,Industries,En fonctionnement,17500,17197,16.24Z
25361,28467,0072.02984,16,NOUVELLE-AQUITAINE,CHARENTE,L ISLE D ESPAGNAC,SAFEM,481476,6511758,2019-12-12,A,NS,Industries,En fonctionnement,16340,16166,24.51Z
25369,28476,0072.03028,86,NOUVELLE-AQUITAINE,VIENNE,ST SAVIOL,UCAP,485781,6565453,2020-01-28,A,NS,Industries,En fonctionnement,86400,86247,
25422,28529,0072.03389,86,NOUVELLE-AQUITAINE,VIENNE,MIGNE AUXANCES,MOREAU C,494849,6616727,2020-01-22,E,NS,Industries,En fonctionnement,86440,86158,46.77Z
25426,28533,0072.03442,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ARTHENAC,DISTILLERIE DE CHEZ SABOURIN SARL,441688,6493806,2020-06-18,E,NS,Industries,En fonctionnement,17520,17020,11.01Z
25429,28536,0072.03479,86,NOUVELLE-AQUITAINE,VIENNE,ST GERMAIN,SAK PLAST,537959,6609711,2020-07-29,E,NS,Industries,En fonctionnement,86310,86223,
25433,28540,0072.03532,16,NOUVELLE-AQUITAINE,CHARENTE,POULLIGNAC,SVDM,466357,6482353,2014-07-10,A,NS,Industries,En fonctionnement,16190,16267,
25439,28546,0072.03587,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,BEURLAY,PATISSERIE BEURLAY (BARRAUD & CIE),400861,6538511,,A,NS,Industries,En fonctionnement,17250,17045,
25448,28555,0072.03659,16,NOUVELLE-AQUITAINE,CHARENTE,RUFFEC,ABCR,482130,6552744,2015-03-31,E,NS,Industries,En fonctionnement,16700,16292,
25450,28558,0072.03677,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,CRAMCHABAN,JOUBERT Robert GAEC La Garenne,413263,6575516,,A,NS,Industries,En fonctionnement,17170,17132,
25455,28563,0072.03703,86,NOUVELLE-AQUITAINE,VIENNE,CELLE LEVESCAULT,EUROFINS - CEREP,483685,6594753,2020-02-17,A,NS,Industries,En fonctionnement,86600,86045,21.20Z
25458,28566,0072.03730,16,NOUVELLE-AQUITAINE,CHARENTE,CHAZELLES,PACKETIS,492013,6509503,2017-06-06,A,NS,Industries,En fonctionnement,16380,16093,17.21B
25463,28571,0072.03749,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,GERMIGNAC,LANDRY SARL,440525,6503640,2014-10-21,A,NS,Industries,En fonctionnement,17520,17175,11.01Z
25468,28576,0072.03794,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,TONNAY BOUTONNE,NOUVELLE LECUILLER SARL ex. SAS,413206,6547350,2018-10-10,A,NS,Industries,En fonctionnement,17380,17448,16.29Z
25475,28583,0072.03884,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,AVY,RENAUD et FILS,423911,6502082,2014-02-27,A,NS,Industries,En fonctionnement,17800,17027,
25490,28598,0072.04009,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,MEDIS,SURFILM ex ECOFRANCE,391298,6514773,2019-12-12,A,NS,Industries,En fonctionnement,17600,17228,22.22Z
25501,28609,0072.04027,86,NOUVELLE-AQUITAINE,VIENNE,INGRANDES,Liberty Aluminium Poitou,516036,6647987,2020-06-23,A,NS,Industries,En fonctionnement,86220,86111,
25508,28616,0072.04063,86,NOUVELLE-AQUITAINE,VIENNE,VILLIERS,Perrenot Hersand,483745,6622525,2018-10-04,A,NS,Industries,En fonctionnement,86190,86292,49.41B
25517,28625,0072.04171,86,NOUVELLE-AQUITAINE,VIENNE,TERCE,CARRIERES DE LA VIENNE SA,511644,6604726,2020-09-10,A,NS,Carrières,En fonctionnement,86800,86268,08.11Z
25523,28631,0072.04216,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ROYAN,CLINIQUE PASTEUR,386717,6513845,,A,NS,Industries,En fonctionnement,17200,17306,
25527,28635,0072.04243,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,TORXE,DEMONT AUTO SARL (GUERIN Marc),420821,6547119,2015-01-20,E,NS,Industries,En fonctionnement,17380,17450,46.77Z
25529,28637,0072.04261,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,SAINTES,SAINTONGE ENROBES SNC,417336,6525256,2016-08-30,E,NS,Industries,En fonctionnement,17100,17415,23.99Z
25534,28642,0072.04306,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ST ANDRE DE LIDON,HERAUD SA Distillerie,407867,6506817,,A,NS,Industries,En fonctionnement,17260,17310,
25536,28644,0072.04315,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ST GEORGES DU BOIS,AUTO PIECES (ex_AUTOCCASION),412328,6566666,2016-03-15,E,NS,Industries,En fonctionnement,17700,17338,45.20A
25538,28646,0072.04324,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ST GEORGES DES AGOUTS,SOUFFLET AGRICULTURE (ATLANTIQUE),414486,6482227,,A,NS,Industries,En fonctionnement,17150,17335,
25547,28655,0072.04397,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ST SAUVEUR D AUNIS,KNAUF INDUSTRIES OUEST,401062,6577113,2020-03-17,E,NS,Industries,En fonctionnement,17540,17396,22.22Z
25555,28663,0072.04414,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,LA ROCHELLE,CDA La Rochelle LR (Rue de Dunkerque),376467,6571323,2008-04-09,A,NS,Industries,En fonctionnement,17000,17300,84.11Z
25571,28680,0072.04568,16,NOUVELLE-AQUITAINE,CHARENTE,ST PREUIL,Maison A STAUB & Cie,453479,6506995,2020-01-16,A,SB,Industries,En fonctionnement,16130,16343,46.34Z
25578,28687,0072.04685,86,NOUVELLE-AQUITAINE,VIENNE,CHAUVIGNY,SIMER,517952,6609391,2017-09-29,E,NS,Industries,En fonctionnement,86300,86070,
25582,28691,0072.04739,86,NOUVELLE-AQUITAINE,VIENNE,DOUSSAY,CAGC,494551,6638716,,E,NS,Industries,En fonctionnement,86140,86096,
25584,28693,0072.04856,86,NOUVELLE-AQUITAINE,VIENNE,MIREBEAU,SATECO (ex-BRIGNONE),484175,6635943,2020-12-11,E,NS,Industries,En fonctionnement,86110,86160,28.92Z
25594,28703,0072.05080,86,NOUVELLE-AQUITAINE,VIENNE,PORT DE PILES,RAGONNEAU SEE,517989,6657954,2020-07-21,A,NS,Carrières,En fonctionnement,86220,86195,08.12Z
25625,28734,0072.05260,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,MEUX,GUILBAUD Claude EARL,437508,6488072,,E,NS,Industries,En fonctionnement,17500,17233,
25628,28737,0072.05279,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,PERIGNAC,PAGEOT EARL,430207,6509044,,E,NS,Industries,En fonctionnement,17800,17273,
25641,28751,0072.05369,16,NOUVELLE-AQUITAINE,CHARENTE,SEGONZAC,VIEUX COLOMBIER SA,449383,6507317,2014-04-24,A,NS,Industries,En fonctionnement,16130,16366,01.21Z
25648,28758,0072.05440,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,VILLARS LES BOIS,BEGEY HENRI ET FILS EARL,433101,6522791,2019-02-12,E,NS,Industries,En fonctionnement,17770,17470,
25650,28760,0072.05459,16,NOUVELLE-AQUITAINE,CHARENTE,COGNAC,MARNIER LAPOSTOLLE BISQUIT exBISQUIT DUB,441137,6514992,2017-03-28,A,NS,Industries,En fonctionnement,16101,16102,46.34Z
25652,28762,0072.05468,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,MARIGNAC,DISTILLATION DU GIBEAU SARL,428802,6496451,2020-12-11,A,NS,Industries,En fonctionnement,17800,17220,
25664,28775,0072.05512,16,NOUVELLE-AQUITAINE,CHARENTE,FOUSSIGNAC,TIFFON SA,455544,6517216,2019-09-02,A,NS,Industries,En fonctionnement,16200,16145,11.01Z
25666,28777,0072.05530,16,NOUVELLE-AQUITAINE,CHARENTE,CHATEAUNEUF SUR CHARENTE,TESSERON COGNAC SAS,461713,6504479,2019-02-19,A,NS,Industries,En fonctionnement,16120,16090,
25671,28782,0072.05549,16,NOUVELLE-AQUITAINE,CHARENTE,MAINXE-GONDEVILLE,VAL DOGUIL EARL,455142,6512790,2014-04-24,E,NS,Industries,En fonctionnement,16200,16153,
25672,28783,0072.05558,16,NOUVELLE-AQUITAINE,CHARENTE,VERRIERES,D'E.A COUZIN M. et D.,444773,6502382,2016-05-26,E,NS,Industries,En fonctionnement,16130,16399,
25677,28788,0072.05567,16,NOUVELLE-AQUITAINE,CHARENTE,ROUILLAC,CUMA DE DISTILLATION DE FOUGEARS,458425,6525568,2021-01-20,E,NS,Industries,En fonctionnement,16170,16286,11.01Z
25695,28806,0072.05594,16,NOUVELLE-AQUITAINE,CHARENTE,SIGOGNE,VIGNOBLES ROY,454506,6518945,2018-06-04,E,NS,Industries,En fonctionnement,16200,16369,
25705,28816,0072.05611,16,NOUVELLE-AQUITAINE,CHARENTE,CHERVES RICHEMONT,FONTAULIERE SAS,440013,6521563,2016-09-23,A,NS,Industries,En fonctionnement,16370,16097,
25711,28823,0072.05639,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,SONNAC,DISTILLERIE RULLIER & FILS SARL,444526,6528358,2020-12-09,E,NS,Industries,En fonctionnement,17160,17428,11.01Z
25716,28828,0072.05657,16,NOUVELLE-AQUITAINE,CHARENTE,BIRAC,ROY SAS,462643,6500513,2017-08-02,E,NS,Industries,En fonctionnement,16120,16045,
25724,28836,0072.05729,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,MONTLIEU LA GARDE,IMERYS REFRACTORY MINERALS CLERAC,444135,6464896,2015-09-29,A,NS,Carrières,En fonctionnement,17210,17243,08.12Z
25736,28848,0072.05819,16,NOUVELLE-AQUITAINE,CHARENTE,ROUILLAC,MARTELL & CO,462887,6526727,2020-11-16,A,SH,Industries,En fonctionnement,16170,16286,11.01Z
25745,28857,0072.05837,16,NOUVELLE-AQUITAINE,CHARENTE,TRIAC LAUTRAIT,CROIZET LEOPOLD,457576,6514910,,E,NS,Industries,En fonctionnement,16200,16387,
25759,28873,0072.05972,86,NOUVELLE-AQUITAINE,VIENNE,CISSE,EUROLAND SARL,487825,6620082,,A,NS,Industries,En fonctionnement,86170,86076,01.61Z
25763,28878,0072.06007,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,TONNAY CHARENTE,SEOSSE ECO TRANSFORMATION,399110,6545459,2014-05-16,A,NS,Industries,En fonctionnement,17430,17449,38.32Z
25782,28901,0072.06214,16,NOUVELLE-AQUITAINE,CHARENTE,GUIMPS,TASTET,446344,6490160,2015-04-23,E,NS,Industries,En fonctionnement,16300,16160,
25798,28917,0072.06412,16,NOUVELLE-AQUITAINE,CHARENTE,JUILLAC LE COQ,DOMAINE DU CROUX,444732,6503405,2020-11-26,E,NS,Industries,En fonctionnement,16130,16171,
25810,28930,0072.06511,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,BREUILLET,CER COMPAGNIE DES EAUX DE ROYAN,384805,6518480,,A,NS,Industries,En fonctionnement,17920,17064,
25817,28939,0072.06610,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,MEDIS,CDA Pays Royannais Médis,392680,6515022,2017-10-03,E,NS,Industries,En fonctionnement,17600,17228,38.11Z
25822,28944,0072.06647,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,LA ROCHELLE,EXTRUPLAST,375271,6572299,2021-03-03,A,SB,Industries,En fonctionnement,17000,17300,22.22Z
25829,28951,0072.06683,16,NOUVELLE-AQUITAINE,CHARENTE,L ISLE D ESPAGNAC,COMAGA,481740,6512025,2020-12-08,A,NS,Industries,En fonctionnement,16340,16166,
25844,28967,0072.06809,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,VAUX SUR MER,PROUST SARL,384641,6513272,2014-04-14,E,NS,Industries,En fonctionnement,17640,17461,46.77Z
25849,28972,0072.06854,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ST CIERS CHAMPAGNE,COMPTOIR FRANCAIS COMMERCIAL,441704,6487589,2016-03-17,A,NS,Industries,En fonctionnement,17520,17316,46.34Z
25854,28977,0072.06908,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,BURIE,PROFILIAE SCEA,433513,6526255,2014-07-09,E,NS,Industries,En fonctionnement,17770,17072,
25874,28997,0072.07204,16,NOUVELLE-AQUITAINE,CHARENTE,BALZAC,SABATIER William Recyclage,478398,6517931,2019-10-18,A,NS,Industries,En fonctionnement,16430,16026,38.32Z
25884,29007,0072.07259,16,NOUVELLE-AQUITAINE,CHARENTE,MERPINS,SEGUIN MOREAU,437153,6513560,2020-09-24,E,NS,Industries,En fonctionnement,16100,16217,
25886,29009,0072.07286,16,NOUVELLE-AQUITAINE,CHARENTE,STE SEVERE,EARL de La GRELIERE,446625,6524145,2017-07-07,A,NS,Industries,En fonctionnement,16200,16349,
25905,29029,0072.07376,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,MAULEON,Syndicat du Val de Loire,413718,6654834,2015-07-02,E,NS,Industries,En fonctionnement,79700,79079,
25912,29036,0072.07394,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,AMAILLOUX,SITA SUD OUEST,444543,6634115,2021-01-28,A,NS,Industries,En fonctionnement,79350,79008,38.11Z
25949,29075,0072.07907,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,THOUARS,BRANGEON RECYCLAGE (ex FERS) Ste Radegon,452274,6660646,2018-05-24,A,NS,Industries,En fonctionnement,79100,79329,
25952,29078,0072.07943,16,NOUVELLE-AQUITAINE,CHARENTE,MAINXE-GONDEVILLE,AUDOIN & FILS SA,451952,6510716,2019-03-07,A,NS,Carrières,En fonctionnement,16200,16153,08.12Z
25968,29094,0072.08104,16,NOUVELLE-AQUITAINE,CHARENTE,DIRAC,SMAC SAS,485149,6503898,2021-02-11,E,NS,Industries,En fonctionnement,16410,16120,
25970,29096,0072.08122,16,NOUVELLE-AQUITAINE,CHARENTE,SIREUIL,PIVETAUD Gérard SARL,468020,6505597,2020-12-08,A,NS,Industries,En fonctionnement,16440,16370,
25975,29101,0072.08168,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ST SIMON DE BORDES,AUDOIN et Fils,428568,6485249,2018-11-29,A,NS,Carrières,En fonctionnement,17500,17403,08.12Z
25980,29106,0072.08221,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,LA ROCHELLE,EQIOM,373868,6570971,2018-08-23,A,NS,Industries,En fonctionnement,17000,17300,
25990,29117,0072.08285,86,NOUVELLE-AQUITAINE,VIENNE,USSEAU,MAQUIGNON FRERES SARL,507404,6646601,2015-12-22,A,NS,Carrières,En fonctionnement,86230,86275,
25997,29124,0072.08339,16,NOUVELLE-AQUITAINE,CHARENTE,BELLEVIGNE,BART Philippe,459090,6502493,,E,NS,Industries,En fonctionnement,16120,16204,
26007,29134,0072.08410,16,NOUVELLE-AQUITAINE,CHARENTE,ST LAURENT DE COGNAC,ROBIN François,436192,6515876,,E,NS,Industries,En fonctionnement,16100,16330,
26009,29136,0072.08438,16,NOUVELLE-AQUITAINE,CHARENTE,COMBIERS,AB CESAR SARL,497994,6493867,2017-07-06,A,NS,Carrières,En fonctionnement,16320,16103,
26011,29138,0072.08519,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ALLAS CHAMPAGNE,FORGET Christophe,439240,6491204,,E,NS,Industries,En fonctionnement,17500,17006,
26022,29149,0072.08618,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,NIORT,MAURY FABRICE LIONEL,436977,6587231,2020-09-14,A,NS,Industries,En fonctionnement,79000,79191,
26025,29153,0072.08663,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,ECHEBRUNE,BOUYER David,431534,6504682,,E,NS,Industries,En fonctionnement,17800,17145,
26044,29173,0072.08924,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,NEUILLAC,BENOIT Earl - M. BENOIT Frédéric,434552,6495718,,E,NS,Industries,En fonctionnement,17520,17258,
26065,29196,0072.09284,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,LA ROCHELLE,ENVIROCAT ATLANTIQUE,375119,6571867,2019-10-02,A,NS,Industries,En fonctionnement,17000,17300,20.14Z
26075,29207,0072.09310,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,LIMALONGES,WPD Energie 21 Sté d'Exploitation n° 13,481548,6565530,,A,NS,Industries,En fonctionnement,79190,79150,35.11Z
26079,29213,0072.09329,86,NOUVELLE-AQUITAINE,VIENNE,CHATEAU GARNIER,PARC EOLIEN DE CHATEAU GARNIER,501532,6573428,2018-04-10,A,NS,Industries,En fonctionnement,86350,86064,
26087,29222,0072.09383,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,MAULEON,SAS Eole 79,409324,6652665,2016-07-19,A,NS,Industries,En fonctionnement,79700,79079,35.11Z
26095,29230,0072.09428,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,BERNAY ST MARTIN,SFE PARC EOLIEN DE BERNAY ST MARTIN,416932,6559568,2017-06-13,A,NS,Industries,En fonctionnement,17330,17043,
26122,29257,0072.09518,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,MARSAIS,Ferme éolienne de Marsais 1,418712,6562716,2017-12-14,A,NS,Industries,En fonctionnement,17700,17221,
26133,29268,0072.09536,16,NOUVELLE-AQUITAINE,CHARENTE,FEUILLADE,BOST REDON Earl - DELAGE Michel,503278,6502075,,A,NS,Industries,En fonctionnement,16380,16137,
26149,29284,0072.09581,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,MELLERAN,WPD Energie 21 Poitou-Charentes,471588,6562126,2018-03-07,A,NS,Industries,En fonctionnement,79190,79175,35.11Z
26153,29289,0072.09644,86,NOUVELLE-AQUITAINE,VIENNE,ST GEORGES LES BAILLARGEAUX,GSM SAS,502201,6623477,2015-11-05,A,NS,Carrières,En fonctionnement,86130,86222,
26176,29316,0072.09879,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,VOULMENTIN,EARL MAINARD,432861,6657374,2017-08-04,E,NS,Industries,En fonctionnement,79150,79242,
26185,29325,0072.09987,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,LA MOTHE ST HERAY,EARL LE PLATEAU MOTHAIS,460232,6588036,,E,NS,Industries,En fonctionnement,79800,79184,
26188,29328,0072.09996,16,NOUVELLE-AQUITAINE,CHARENTE,CHATEAUNEUF SUR CHARENTE,SVDM_CALITOM,460461,6503660,2015-04-17,E,NS,Industries,En fonctionnement,16120,16090,
26211,29354,0072.10589,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,AIRVAULT,GAEC LE LIZON,454485,6639675,,E,NS,Volailles,En fonctionnement,79600,79005,
26216,29362,0072.10651,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,CIRIERES,EARL LMA PASQUIER,424785,6643330,2020-03-11,A,NS,Volailles,En fonctionnement,79140,79091,01.47Z
26224,29370,0072.10705,17,NOUVELLE-AQUITAINE,CHARENTE MARITIME,TONNAY CHARENTE,GRALL Daniel (VHU dechets illégal),395410,6546791,2018-06-20,A,NS,Industries,En fonctionnement,17430,17449,
26229,29378,0072.10813,16,NOUVELLE-AQUITAINE,CHARENTE,CHAMPNIERS,INTERMARCHE,481848,6517064,,A,NS,Industries,En fonctionnement,16430,16078,
26241,29391,0072.10903,16,NOUVELLE-AQUITAINE,CHARENTE,RUELLE SUR TOUVRE,INTERMARCHE-BERCHEL SAS,485087,6513070,,A,NS,Industries,En fonctionnement,16600,16291,
26242,29392,0072.10930,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,THOUARS,SAS SELAC,459660,6654199,2017-10-26,A,NS,Industries,En fonctionnement,79100,79329,01.49Z
26247,29401,0072.11164,79,NOUVELLE-AQUITAINE,DEUX-SEVRES,CIRIERES,SCEA PORCIRIERE,424174,6644167,2020-03-11,E,NS,Industries,En fonctionnement,79140,79091,
